Nombre de bornes disponibles;Nombre vélo en PARK+;Nombres de bornes en station;PARK + activation;densityLevel;Achat possible en station (CB);Description station;maxBikeOverflow;Etat du Totem;nbFreeDock;Nombre de vélo mécanique;PARK +;nbDock;Nombre vélo électrique;Nombre vélo en PARK+;Code de la station;Nom de la station;Etat des stations;Type de stations;geo;duedate
22;0;26;no;1;no;"{""code"": ""16118"", ""name"": ""Michel-Ange - Parent de Rosan"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1561683600, ""gps"": {""latitude"": 48.840579923690115, ""longitude"": 2.2584119439125065}}";26;yes;0;3;no;0;1;0;16118;Michel-Ange - Parent de Rosan;Operative;yes;48.8405799237, 2.25841194391;2019-06-28
31;0;41;no;1;yes;"{""code"": ""18015"", ""name"": ""Custine - Ramey"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1555711200, ""gps"": {""latitude"": 48.888735896947054, ""longitude"": 2.3469526693224907}}";39;yes;1;1;no;1;2;0;18015;Custine - Ramey;Operative;yes;48.8887358969, 2.34695266932;2019-04-19
33;0;40;no;1;no;"{""code"": ""2017"", ""name"": ""Caire - Dussoubs"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1517356800, ""gps"": {""latitude"": 48.86785342111862, ""longitude"": 2.349364310503006}}";32;yes;1;2;no;1;3;0;2017;Caire - Dussoubs;Operative;yes;48.8678534211, 2.3493643105;2018-01-31
5;0;16;no;1;yes;"{""code"": ""7113"", ""name"": ""Berges de Seine - Musée d'Orsay"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1534057200, ""gps"": {""latitude"": 48.8627885936562, ""longitude"": 2.3064593598246574}}";0;yes;0;11;no;0;0;0;7113;Berges de Seine - Musée d'Orsay;Operative;yes;48.8627885937, 2.30645935982;2018-08-12
16;0;21;no;1;no;"{""code"": ""8048"", ""name"": ""Marceau - Chaillot"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717600, ""gps"": {""latitude"": 48.86883394989261, ""longitude"": 2.2989967837929726}}";0;yes;0;3;no;0;2;0;8048;Marceau - Chaillot;Operative;yes;48.8688339499, 2.29899678379;2018-05-30
15;0;29;no;1;yes;"{""code"": ""8016"", ""name"": ""Square Louis XVI"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1530345600, ""gps"": {""latitude"": 48.87320440102894, ""longitude"": 2.323658830743138}}";31;yes;0;10;no;0;2;0;8016;Square Louis XVI;Operative;yes;48.873204401, 2.32365883074;2018-06-30
19;0;21;no;1;no;"{""code"": ""16110"", ""name"": ""Octave Feuillet - Albéric Magnard"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1528408834, ""gps"": {""latitude"": 48.86106902949534, ""longitude"": 2.2730283066630363}}";0;yes;0;0;no;0;2;0;16110;Octave Feuillet - Albéric Magnard;Operative;yes;48.8610690295, 2.27302830666;2018-06-07
42;0;50;no;1;yes;"{""code"": ""43009"", ""name"": ""Place Jean-Spire-Lemaître"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717625, ""gps"": {""latitude"": 48.8468428626593, ""longitude"": 2.452062070369721}}";50;yes;0;4;no;0;2;0;43009;Place Jean-Spire-Lemaître;Operative;yes;48.8468428627, 2.45206207037;2018-05-30
17;0;21;no;1;no;"{""code"": ""17032"", ""name"": ""Jean Oestreicher - Porte de Champerret"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546210856, ""gps"": {""latitude"": 48.88655580065981, ""longitude"": 2.288640439510346}}";0;yes;0;4;no;0;0;0;17032;Jean Oestreicher - Porte de Champerret;Operative;yes;48.8865558007, 2.28864043951;2018-12-30
16;0;19;no;1;no;"{""code"": ""7018"", ""name"": ""Ségur - d'Estrées"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717600, ""gps"": {""latitude"": 48.85141997898257, ""longitude"": 2.3097044974565506}}";19;yes;0;2;no;0;1;0;7018;Ségur - d'Estrées;Operative;yes;48.851419979, 2.30970449746;2018-05-30
0;0;0;no;1;no;"{""code"": ""10115"", ""name"": ""Granges aux Belles"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546210800, ""gps"": {""latitude"": 48.8761373390584, ""longitude"": 2.3680844979417}}";27;yes;24;2;no;27;1;0;10115;Granges aux Belles;Operative;yes;48.8761373391, 2.36808449794;2018-12-30
14;0;27;no;1;no;"{""code"": ""13118"", ""name"": ""Regnault - Patay"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1561898611, ""gps"": {""latitude"": 48.82435782216384, ""longitude"": 2.377065159380436}}";0;yes;0;11;no;0;2;0;13118;Regnault - Patay;Operative;yes;48.8243578222, 2.37706515938;2019-06-30
7;0;17;no;1;yes;"{""code"": ""1001"", ""name"": ""Quai de l'Horloge - Pont Neuf"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1532901600, ""gps"": {""latitude"": 48.857058739111096, ""longitude"": 2.341798283943937}}";0;yes;0;9;no;0;0;0;1001;Quai de l'Horloge - Pont Neuf;Operative;yes;48.8570587391, 2.34179828394;2018-07-29
21;0;24;no;1;yes;"{""code"": ""9010"", ""name"": ""Rochechouart lamartine"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717600, ""gps"": {""latitude"": 48.876719895109, ""longitude"": 2.344393021853951}}";24;yes;0;1;no;0;2;0;9010;Rochechouart lamartine;Operative;yes;48.8767198951, 2.34439302185;2018-05-30
12;0;18;no;1;yes;"{""code"": ""10008"", ""name"": ""Cité Riverin - Château d'Eau "", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1561845600, ""gps"": {""latitude"": 48.870702423554306, ""longitude"": 2.358739863900845}}";18;yes;0;5;no;0;1;0;10008;Cité Riverin - Château d'Eau;Operative;yes;48.8707024236, 2.3587398639;2019-06-29
40;1;44;no;1;yes;"{""code"": ""12161"", ""name"": ""Diderot - Reuilly"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1550703600, ""gps"": {""latitude"": 48.84720845606067, ""longitude"": 2.3861273378133774}}";0;yes;0;0;no;0;4;1;12161;Diderot - Reuilly;Operative;yes;48.8472084561, 2.38612733781;2019-02-20
9;0;13;no;1;no;"{""code"": ""11027"", ""name"": ""Saint-Ambroise - Parmentier"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1519858800, ""gps"": {""latitude"": 48.86214784454763, ""longitude"": 2.3772348091006275}}";38;yes;25;3;no;26;2;0;11027;Saint-Ambroise - Parmentier;Operative;yes;48.8621478445, 2.3772348091;2018-02-28
4;0;5;no;1;yes;"{""code"": ""17043"", ""name"": ""Belidor - Gouvion-Saint-Cyr"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545001202, ""gps"": {""latitude"": 48.88022154052015, ""longitude"": 2.2854680567979813}}";40;yes;26;3;no;35;5;0;17043;Belidor - Gouvion-Saint-Cyr;Operative;yes;48.8802215405, 2.2854680568;2018-12-16
24;0;27;no;1;no;"{""code"": ""12111"", ""name"": ""Claude Decaen - Cannebière"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1517356800, ""gps"": {""latitude"": 48.83761417037952, ""longitude"": 2.397253782195704}}";27;yes;0;1;no;0;2;0;12111;Claude Decaen - Cannebière;Operative;yes;48.8376141704, 2.3972537822;2018-01-31
41;0;53;no;1;no;"{""code"": ""19043"", ""name"": ""Delphine Seyrig - Général Leclerc"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1561845602, ""gps"": {""latitude"": 48.893923963057865, ""longitude"": 2.39790290594101}}";0;yes;0;4;no;0;7;0;19043;Delphine Seyrig - Général Leclerc;Operative;yes;48.8939239631, 2.39790290594;2019-06-29
9;0;17;no;1;no;"{""code"": ""10016"", ""name"": ""Récollets - Square Villemin"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717600, ""gps"": {""latitude"": 48.875034655883944, ""longitude"": 2.359801238597928}}";19;yes;0;2;no;0;2;0;10016;Récollets - Square Villemin;Operative;yes;48.8750346559, 2.3598012386;2018-05-30
15;0;17;no;1;no;"{""code"": ""8010"", ""name"": ""Liège - Moscou"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1518480000, ""gps"": {""latitude"": 48.8795431, ""longitude"": 2.3264628}}";17;yes;0;0;no;0;1;0;8010;Liège - Moscou;Operative;yes;48.8795431, 2.3264628;2018-02-13
17;0;23;no;1;yes;"{""code"": ""10111"", ""name"": ""Jemmapes - Grange aux Belles"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531605631, ""gps"": {""latitude"": 48.873462, ""longitude"": 2.364035}}";0;yes;0;3;no;0;0;0;10111;Jemmapes - Grange aux Belles;Operative;yes;48.873462, 2.364035;2018-07-14
63;0;68;no;1;no;"{""code"": ""12157"", ""name"": ""Fabre d'Eglantine - Place de la Nation"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1556748000, ""gps"": {""latitude"": 48.8471116, ""longitude"": 2.3956204}}";0;yes;0;1;no;0;4;0;12157;Fabre d'Eglantine - Place de la Nation;Operative;yes;48.8471116, 2.3956204;2019-05-01
61;0;65;no;1;yes;"{""code"": ""8017"", ""name"": ""Rocher - Laborde"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1546214447, ""gps"": {""latitude"": 48.87590240712654, ""longitude"": 2.322616316378116}}";65;yes;0;2;no;0;0;0;8017;Rocher - Laborde;Operative;yes;48.8759024071, 2.32261631638;2018-12-31
0;0;0;no;1;no;"{""code"": ""43008"", ""name"": ""Fontenay - Libération"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1521154800, ""gps"": {""latitude"": 48.84780306364685, ""longitude"": 2.445141971111298}}";25;yes;18;2;no;25;2;0;43008;Fontenay - Libération;Operative;no;48.8478030636, 2.44514197111;2018-03-15
42;0;50;no;1;no;"{""code"": ""19044"", ""name"": ""Grands Moulins de Pantin"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.89738369720229, ""longitude"": 2.3959985375404362}}";46;yes;0;6;no;0;2;0;19044;Grands Moulins de Pantin;Operative;yes;48.8973836972, 2.39599853754;2018-10-30
14;0;25;no;1;yes;"{""code"": ""15105"", ""name"": ""Fédération - Suffren"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545048000, ""gps"": {""latitude"": 48.852828153442346, ""longitude"": 2.2978776320815086}}";0;yes;0;7;no;0;3;0;15105;Fédération - Suffren;Operative;yes;48.8528281534, 2.29787763208;2018-12-17
14;0;19;no;1;no;"{""code"": ""10024"", ""name"": ""Buisson Saint-Louis - Saint-Maur"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1530828019, ""gps"": {""latitude"": 48.87174684930295, ""longitude"": 2.3722528328789854}}";0;yes;0;3;no;0;1;0;10024;Buisson Saint-Louis - Saint-Maur;Operative;yes;48.8717468493, 2.37225283288;2018-07-05
37;0;39;no;1;yes;"{""code"": ""14008"", ""name"": ""Mouton Duvernet - Général Leclerc"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545001243, ""gps"": {""latitude"": 48.831632518292565, ""longitude"": 2.3293121159076686}}";39;yes;0;1;no;0;1;0;14008;Mouton Duvernet - Général Leclerc;Operative;yes;48.8316325183, 2.32931211591;2018-12-16
14;0;24;no;1;no;"{""code"": ""15110"", ""name"": ""Place Robert Guillemard"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1561871573, ""gps"": {""latitude"": 48.836191728066666, ""longitude"": 2.2811267160086417}}";0;yes;0;9;no;0;1;0;15110;Place Robert Guillemard;Operative;yes;48.8361917281, 2.28112671601;2019-06-30
33;0;33;no;1;no;"{""code"": ""18046"", ""name"": ""Etienne Jodelle - Saint Ouen"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1529618400, ""gps"": {""latitude"": 48.88794016394694, ""longitude"": 2.326124420314341}}";10;yes;0;0;no;0;0;0;18046;Etienne Jodelle - Saint Ouen;Operative;yes;48.8879401639, 2.32612442031;2018-06-21
0;0;0;no;1;no;"{""code"": ""21209"", ""name"": ""Molière - République"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1541026835, ""gps"": {""latitude"": 48.81111581390707, ""longitude"": 2.3145738624448158}}";0;yes;26;3;no;30;1;0;21209;Molière - République;Operative;no;48.8111158139, 2.31457386244;2018-10-31
18;0;28;no;1;yes;"{""code"": ""7021"", ""name"": ""Bosquet - Saint-Dominique"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1544310000, ""gps"": {""latitude"": 48.85865170952645, ""longitude"": 2.303716580234576}}";1;yes;0;9;no;0;1;0;7021;Bosquet - Saint-Dominique;Operative;yes;48.8586517095, 2.30371658023;2018-12-08
13;0;16;no;1;no;"{""code"": ""5012"", ""name"": ""Estrapade - Ulm"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1554018979, ""gps"": {""latitude"": 48.84512772828039, ""longitude"": 2.3454568170361734}}";0;yes;0;0;no;0;2;0;5012;Estrapade - Ulm;Operative;yes;48.8451277283, 2.34545681704;2019-03-31
20;0;20;no;1;yes;"{""code"": ""20134"", ""name"": ""Lieutenant Chauré - Etienne Marey"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1550214000, ""gps"": {""latitude"": 48.86746195408435, ""longitude"": 2.405970990657807}}";0;yes;0;0;no;0;0;0;20134;Lieutenant Chauré - Etienne Marey;Operative;yes;48.8674619541, 2.40597099066;2019-02-15
0;0;0;no;1;yes;"{""code"": ""19008"", ""name"": ""Flandre - Alphonse Karr"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1529645884, ""gps"": {""latitude"": 48.89465, ""longitude"": 2.381868}}";0;yes;22;4;no;26;0;0;19008;Flandre - Alphonse Karr;Operative;no;48.89465, 2.381868;2018-06-22
26;0;30;no;1;no;"{""code"": ""21701"", ""name"": ""Larmeroux - Baudelaire"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1523743200, ""gps"": {""latitude"": 48.816939911291605, ""longitude"": 2.280989480484553}}";29;yes;0;3;no;0;0;0;21701;Larmeroux - Baudelaire;Operative;yes;48.8169399113, 2.28098948048;2018-04-14
23;0;25;no;1;no;"{""code"": ""14110"", ""name"": ""Abbé Carton - Plantes"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1529038635, ""gps"": {""latitude"": 48.827673823165846, ""longitude"": 2.320918142795563}}";0;yes;0;1;no;0;1;0;14110;Abbé Carton - Plantes;Operative;yes;48.8276738232, 2.3209181428;2018-06-15
36;0;38;no;1;no;"{""code"": ""16108"", ""name"": ""Sablons - Georges Mandel"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1531632103, ""gps"": {""latitude"": 48.863875, ""longitude"": 2.28189}}";0;yes;0;2;no;0;0;0;16108;Sablons - Georges Mandel;Operative;yes;48.863875, 2.28189;2018-07-15
24;1;27;no;1;yes;"{""code"": ""35005"", ""name"": ""Quai de l'Aisne - Général Leclerc"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1559685600, ""gps"": {""latitude"": 48.895713, ""longitude"": 2.400571}}";0;yes;0;2;no;0;1;1;35005;Quai de l'Aisne - Général Leclerc;Operative;yes;48.895713, 2.400571;2019-06-04
16;0;22;no;0;yes;"{""code"": ""42302"", ""name"": ""Aristide Briand - Gare de Bagneux"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1545692452, ""gps"": {""latitude"": 48.79387269664978, ""longitude"": 2.321148812770844}}";0;yes;0;4;no;0;2;0;42302;Aristide Briand - Gare de Bagneux;Operative;yes;48.7938726966, 2.32114881277;2018-12-24
16;0;19;no;1;no;"{""code"": ""19029"", ""name"": ""Seine - Flandre"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1517356800, ""gps"": {""latitude"": 48.886785741479684, ""longitude"": 2.3746193200349808}}";19;yes;0;0;no;0;3;0;19029;Seine - Flandre;Operative;yes;48.8867857415, 2.37461932003;2018-01-31
23;0;28;no;0;no;"{""code"": ""32003"", ""name"": ""Wilson - Métallurgie"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1561876773, ""gps"": {""latitude"": 48.909423010092326, ""longitude"": 2.3584435880184174}}";0;yes;0;2;no;0;3;0;32003;Wilson - Métallurgie;Operative;yes;48.9094230101, 2.35844358802;2019-06-30
18;0;31;no;0;yes;"{""code"": ""22101"", ""name"": ""Gare Routière"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1540936740, ""gps"": {""latitude"": 48.84288183896324, ""longitude"": 2.222245037555695}}";0;yes;0;11;no;0;2;0;22101;Gare Routière;Operative;yes;48.842881839, 2.22224503756;2018-10-30
0;0;0;no;1;no;"{""code"": ""13041"", ""name"": ""Porte d'Ivry"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1540213140, ""gps"": {""latitude"": 48.82176874759649, ""longitude"": 2.3688706755638127}}";50;yes;45;1;no;50;3;0;13041;Porte d'Ivry;Operative;no;48.8217687476, 2.36887067556;2018-10-22
33;0;36;no;1;yes;"{""code"": ""18012"", ""name"": ""Stephenson - Doudeauville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1555711200, ""gps"": {""latitude"": 48.888537048944826, ""longitude"": 2.3561610281467438}}";36;yes;0;1;no;0;0;0;18012;Stephenson - Doudeauville;Operative;yes;48.8885370489, 2.35616102815;2019-04-19
29;0;30;no;1;yes;"{""code"": ""19125"", ""name"": ""Place de l'Édit de Nantes"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1555797600, ""gps"": {""latitude"": 48.88879, ""longitude"": 2.3785}}";0;yes;0;1;no;0;0;0;19125;Place de l'Édit de Nantes;Operative;yes;48.88879, 2.3785;2019-04-20
59;0;63;no;1;yes;"{""code"": ""11007"", ""name"": ""Jean Macé - Faidherbe"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527199240, ""gps"": {""latitude"": 48.85337548425958, ""longitude"": 2.3828620836138725}}";0;yes;0;2;no;0;1;0;11007;Jean Macé - Faidherbe;Operative;yes;48.8533754843, 2.38286208361;2018-05-24
16;0;24;no;1;no;"{""code"": ""11009"", ""name"": ""Boulets - Voltaire"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1556748970, ""gps"": {""latitude"": 48.85218705621031, ""longitude"": 2.389030158519745}}";0;yes;0;1;no;0;1;0;11009;Boulets - Voltaire;Operative;yes;48.8521870562, 2.38903015852;2019-05-01
0;0;0;no;1;yes;"{""code"": ""7112"", ""name"": ""Quai d'Orsay - Invalides"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1529319600, ""gps"": {""latitude"": 48.863096900140626, ""longitude"": 2.316989621020396}}";0;yes;8;8;no;18;2;0;7112;Quai d'Orsay - Invalides;Operative;no;48.8630969001, 2.31698962102;2018-06-18
13;0;16;no;1;yes;"{""code"": ""12002"", ""name"": ""Lacuée - Lyon"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1553814019, ""gps"": {""latitude"": 48.849268481958404, ""longitude"": 2.370458543300628}}";16;yes;0;2;no;0;1;0;12002;Lacuée - Lyon;Operative;yes;48.849268482, 2.3704585433;2019-03-28
0;0;0;no;1;yes;"{""code"": ""5021"", ""name"": ""Jussieu - Fossés Saint-Bernard"", ""state"": ""Operative"", ""type"": ""no"", ""dueDate"": 1544763600, ""gps"": {""latitude"": 48.84718551002347, ""longitude"": 2.3534858599305153}}";39;yes;36;3;no;39;0;0;5021;Jussieu - Fossés Saint-Bernard;Operative;no;48.84718551, 2.35348585993;2018-12-14
19;0;25;no;0;no;"{""code"": ""25005"", ""name"": ""18 juin 1940 - Buzenval"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1554357600, ""gps"": {""latitude"": 48.868807, ""longitude"": 2.185428}}";0;yes;0;3;no;0;3;0;25005;18 juin 1940 - Buzenval;Operative;yes;48.868807, 2.185428;2019-04-04
0;0;0;no;1;yes;"{""code"": ""14034"", ""name"": ""Ouest - Château "", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1514761200, ""gps"": {""latitude"": 48.83617286014242, ""longitude"": 2.319392143923804}}";23;yes;22;0;no;24;1;0;14034;Ouest - Château;Operative;yes;48.8361728601, 2.31939214392;2017-12-31
32;0;36;no;1;yes;"{""code"": ""13045"", ""name"": ""Jean Colly - Tolbiac"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1557612000, ""gps"": {""latitude"": 48.827817291597846, ""longitude"": 2.3705490678548813}}";0;yes;0;3;no;0;1;0;13045;Jean Colly - Tolbiac;Operative;yes;48.8278172916, 2.37054906785;2019-05-11
3;0;3;no;1;no;"{""code"": ""16034"", ""name"": ""Porte d'Auteuil"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1520503200, ""gps"": {""latitude"": 48.8479394142243, ""longitude"": 2.2608396783471107}}";33;yes;29;1;no;30;0;0;16034;Porte d'Auteuil;Operative;yes;48.8479394142, 2.26083967835;2018-03-08
33;0;37;no;1;yes;"{""code"": ""42207"", ""name"": ""Place des Marseillais"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1523743200, ""gps"": {""latitude"": 48.82663907252554, ""longitude"": 2.4059280753135686}}";37;yes;0;3;no;0;1;0;42207;Place des Marseillais;Operative;yes;48.8266390725, 2.40592807531;2018-04-14
22;0;25;no;0;no;"{""code"": ""92003"", ""name"": ""Chanzy - Sud-Est"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1538604012, ""gps"": {""latitude"": 48.888912037698766, ""longitude"": 2.195632159709931}}";0;yes;0;0;no;0;0;0;92003;Chanzy - Sud-Est;Operative;yes;48.8889120377, 2.19563215971;2018-10-03
23;0;34;no;1;yes;"{""code"": ""5121"", ""name"": ""Square René Viviani - Montebello"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1554035894, ""gps"": {""latitude"": 48.851904891406384, ""longitude"": 2.347842156887055}}";0;yes;0;6;no;0;5;0;5121;Square René Viviani - Montebello;Operative;yes;48.8519048914, 2.34784215689;2019-03-31
27;0;34;no;1;no;"{""code"": ""33001"", ""name"": ""Victor Hugo - Magasins Généraux"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1538517648, ""gps"": {""latitude"": 48.903281401126755, ""longitude"": 2.368072383105755}}";0;yes;0;4;no;0;3;0;33001;Victor Hugo - Magasins Généraux;Operative;yes;48.9032814011, 2.36807238311;2018-10-02
27;0;30;no;1;no;"{""code"": ""20120"", ""name"": ""Evariste Galois"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1522314000, ""gps"": {""latitude"": 48.87308753734472, ""longitude"": 2.4133380129933357}}";30;yes;0;1;no;0;1;0;20120;Evariste Galois;Operative;yes;48.8730875373, 2.41333801299;2018-03-29
14;0;17;no;1;no;"{""code"": ""5114"", ""name"": ""Claude Bernard - Arbalète"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1548716400, ""gps"": {""latitude"": 48.83976676978202, ""longitude"": 2.347510904073715}}";0;yes;0;1;no;0;1;0;5114;Claude Bernard - Arbalète;Operative;yes;48.8397667698, 2.34751090407;2019-01-28
0;0;0;no;1;no;"{""code"": ""7024"", ""name"": ""Rapp - Place du Général Gouraud"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1519858800, ""gps"": {""latitude"": 48.85810288510693, ""longitude"": 2.300407290458679}}";31;yes;28;2;no;31;1;0;7024;Rapp - Place du Général Gouraud;Operative;yes;48.8581028851, 2.30040729046;2018-02-28
59;0;62;no;1;yes;"{""code"": ""10001"", ""name"": ""René Boulanger - Lancry"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1557612000, ""gps"": {""latitude"": 48.8685433, ""longitude"": 2.3600032}}";0;yes;0;2;no;0;1;0;10001;René Boulanger - Lancry;Operative;yes;48.8685433, 2.3600032;2019-05-11
30;0;42;no;1;yes;"{""code"": ""16129"", ""name"": ""Ceinture du Lac Inferieure - Saint-Cloud"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1529013604, ""gps"": {""latitude"": 48.86218070933143, ""longitude"": 2.2617871686816216}}";0;yes;0;8;no;0;3;0;16129;Ceinture du Lac Inferieure - Saint-Cloud;Operative;yes;48.8621807093, 2.26178716868;2018-06-14
17;0;21;no;1;no;"{""code"": ""20113"", ""name"": ""Piat - Parc de Belleville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717652, ""gps"": {""latitude"": 48.87195626635528, ""longitude"": 2.384981390278095}}";23;yes;0;1;no;0;3;0;20113;Piat - Parc de Belleville;Operative;yes;48.8719562664, 2.38498139028;2018-05-30
48;0;51;no;1;yes;"{""code"": ""15029"", ""name"": ""Emeriau - Place de Brazzaville"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1527717619, ""gps"": {""latitude"": 48.850785261674964, ""longitude"": 2.2871585190296173}}";0;yes;0;1;no;0;2;0;15029;Emeriau - Place de Brazzaville;Operative;yes;48.8507852617, 2.28715851903;2018-05-30
24;0;26;no;1;yes;"{""code"": ""7111"", ""name"": ""Ecole Militaire - Place Joffre"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1543258200, ""gps"": {""latitude"": 48.852060203582795, ""longitude"": 2.301799356937409}}";0;yes;0;2;no;0;0;0;7111;Ecole Militaire - Place Joffre;Operative;yes;48.8520602036, 2.30179935694;2018-11-26
14;0;18;no;1;no;"{""code"": ""10005"", ""name"": ""Petites Ecuries - Faubourg Poissonnière"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1512654342, ""gps"": {""latitude"": 48.87397217237368, ""longitude"": 2.348388757504776}}";18;yes;0;1;no;0;2;0;10005;Petites Ecuries - Faubourg Poissonnière;Operative;yes;48.8739721724, 2.3483887575;2017-12-07
47;0;47;no;1;yes;"{""code"": ""8012"", ""name"": ""Batignolles - Place de Clichy"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1554674451, ""gps"": {""latitude"": 48.88347453575669, ""longitude"": 2.326493114233017}}";0;yes;0;0;no;0;0;0;8012;Batignolles - Place de Clichy;Operative;yes;48.8834745358, 2.32649311423;2019-04-07
20;0;22;no;1;no;"{""code"": ""5026"", ""name"": ""Pascal - Claude Bernard"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1522447200, ""gps"": {""latitude"": 48.839061952159746, ""longitude"": 2.3499782010912895}}";49;yes;26;3;no;27;0;0;5026;Pascal - Claude Bernard;Operative;yes;48.8390619522, 2.34997820109;2018-03-30
52;0;53;no;1;no;"{""code"": ""15055"", ""name"": ""Vasco de Gama"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1538690445, ""gps"": {""latitude"": 48.83671783466264, ""longitude"": 2.283664085650799}}";54;yes;1;1;no;1;0;0;15055;Vasco de Gama;Operative;yes;48.8367178347, 2.28366408565;2018-10-04
7;0;8;no;1;yes;"{""code"": ""17007"", ""name"": ""Navier - Epinettes"", ""state"": ""Operative"", ""type"": ""yes"", ""dueDate"": 1519858800, ""gps"": {""latitude"": 48.89587780769155, ""longitude"": 2.3226776719093327}}";36;yes;27;1;no;28;0;0;17007;Navier - Epinettes;Operative;yes;48.8958778077, 2.32267767191;2018-02-28
